Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,NTD Reporter Type,Primary UZA Population,Agency VOMS,Mode,Type of Service,Mode VOMS,Mode VOMS Questionable,Max Trains in Operation,Max Trains in Operation Questionable,Average Speed (mi/hr),Average Speed (mi/hr) Questionable,Average Passenger Trip Length (mi),Average Passenger Trip Length (mi) Questionable,Passengers per Hour,Passengers per Hour Questionable,Scheduled Vehicle Revenue Miles,Scheduled Vehicle Revenue Miles Questionable,Vehicle Miles,Vehicle Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Deadhead Miles, Deadhead Miles Questionable ,Vehicle Hours, Vehicle Hours Questionable ,Vehicle Revenue Hours, Vehicle Revenue Hours Questionable ,Deadhead Hours, Deadhead Hours Questionable ,Train Miles, Train Miles Questionable ,"Train 
Revenue
Miles", Train Revenue Miles Questionable ,Train Hours, Train Hours Questionable ,"Train 
Revenue 
Hours", Train Revenue Hours Questionable ,Unlinked Passenger Trips, Unlinked Passenger Trips Questionable ,Passenger Miles,Passenger Miles Questionable,Directional Route Miles,Directional Route Miles Questionable,Any data questionable
South East Area Transit,Zanesville,OH,5R05-074,5R05-50341,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,24,MB,DO,5,,0,,12.46,, -   ,,3.93,,0,,0,,111254,,0,,0,,8928,,0,,0,,0,,0,,0,,35047,,0,,0,,No
"Charlotte County Government, dba: Charlotte County Transit Division",Port Charlotte,FL,4129,40129,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"169,541",24,DR,DO,5,,0,,16.3,,18.3,,1.87,,0,,"32,962",,32962,,0,,"2,022",,2022,,0,,0,,0,,0,,0,,3773,,"69,045",,0,,No
South East Area Transit,Zanesville,OH,5R05-074,5R05-50341,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,24,DR,DO,19,,0,,15.94,, -   ,,2.52,,0,,0,,297048,,0,,0,,18631,,0,,0,,0,,0,,0,,46881,,0,,0,,No
City of Madera,Madera,CA,9199,90199,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"78,413",24,MB,PT,16,,0,,13.6,, -   ,,4.65,,0,,0,,241800,,0,,0,,17776,,0,,0,,0,,0,,0,,82716,,0,,0,,No
"Harbor Transit Multi-Modal Transportation System, dba: Harbor Transit",Grand Haven,MI,5196,50196,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"161,280",24,DR,DO,24,,0,,14.11,, -   ,,3.23,,0,,0,,611743,,0,,0,,43341,,0,,0,,0,,0,,0,,139980,,0,,0,,No
City of Madera,Madera,CA,9199,90199,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"78,413",24,DR,PT,8,,0,,8.96,, -   ,,1.59,,0,,0,,72130,,0,,0,,8047,,0,,0,,0,,0,,0,,12755,,0,,0,,No
"Manistee County Transportation, Inc.",Manistee ,MI,5R03-048,5R03-50369,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,24,DR,DO,24,,0,,15.82,, -   ,,3.61,,0,,0,,470635,,0,,0,,29749,,0,,0,,0,,0,,0,,107506,,0,,0,,No
Coos County Area Transit,Coos Bay,OR,0R02-006,0R02-00307,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,24,MB,DO,3,,0,,12.52,, -   ,,3.28,,0,,0,,65783,,0,,0,,5254,,0,,0,,0,,0,,0,,17238,,0,,0,,No
"Little Dixie Community Action Agency, Inc., dba: Little Dixie Transit",Hugo,OK,6R04-002,6R04-60191,Private-Non-Profit Corporation,Rural Reporter,0,24,DR,DO,24,,0,,11.24,, -   ,,2.06,,0,,0,,351508,,0,,0,,31262,,0,,0,,0,,0,,0,,64289,,0,,0,,No
"Bureau County, dba: Bureau Putnam Area Rural Transit",Princeton,IL,5R01-003,5R01-50263,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,24,DR,DO,24,,0,,27.65,, -   ,,3.2,,0,,0,,489528,,0,,0,,17704,,0,,0,,0,,0,,0,,56582,,0,,0,,No
Mountain Rides Transportation Authority,Ketchum,ID,0R01-003,0R01-00311,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,24,VP,DO,10,,0,,54.36,, -   ,,8.44,,0,,0,,285456,,0,,0,,5251,,0,,0,,0,,0,,0,,44299,,0,,0,,No
Coos County Area Transit,Coos Bay,OR,0R02-006,0R02-00307,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,24,DR,TX,5,,0,,7,, -   ,,2,,0,,0,,2373,,0,,0,,339,,0,,0,,0,,0,,0,,678,,0,,0,,No
Warren County,Belvidere,NJ,2R01-014,2R01-20928,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,24,MB,PT,5,,0,,23.86,, -   ,,9,,0,,0,,188867,,0,,0,,7916,,0,,0,,0,,0,,0,,71208,,0,,0,,No
Mountain Rides Transportation Authority,Ketchum,ID,0R01-003,0R01-00311,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,24,MB,DO,13,,0,,17.62,, -   ,,15.76,,0,,0,,516520,,0,,0,,29315,,0,,0,,0,,0,,0,,462058,,0,,0,,No
Coos County Area Transit,Coos Bay,OR,0R02-006,0R02-00307,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,24,DR,DO,9,,0,,7.4,, -   ,,1.2,,0,,0,,82974,,0,,0,,11213,,0,,0,,0,,0,,0,,13494,,0,,0,,No
Warren County,Belvidere,NJ,2R01-014,2R01-20928,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,24,DR,PT,19,,0,,11.89,, -   ,,1.55,,0,,0,,212267,,0,,0,,17848,,0,,0,,0,,0,,0,,27646,,0,,0,,No
Mountain Rides Transportation Authority,Ketchum,ID,0R01-003,0R01-00311,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,24,DR,DO,1,,0,,7.7,, -   ,,2.8,,0,,0,,909,,0,,0,,118,,0,,0,,0,,0,,0,,330,,0,,0,,No
Coos County Area Transit,Coos Bay,OR,0R02-006,0R02-00307,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,24,CB,DO,7,,0,,24.64,, -   ,,1.9,,0,,0,,64274,,0,,0,,2608,,0,,0,,0,,0,,0,,4953,,0,,0,,No
Macatawa Area Express Transportation Authority,Holland,MI,5184,50184,Independent Public Agency or Authority of Transit Service,Full Reporter,"99,941",24,MB,DO,9,,0,,12.91,,3.94,,9.26,,"220,590",,"228,627",,219970,,"8,657",,"17,475",,17033,,442,,0,,0,,0,,0,,157807,,"621,760",,142,,No
Macatawa Area Express Transportation Authority,Holland,MI,5184,50184,Independent Public Agency or Authority of Transit Service,Full Reporter,"99,941",24,DR,DO,15,,0,,14.12,,5.52,,2.34,,0,,"414,686",,377395,,"37,291",,"28,393",,26723,,"1,670",,0,,0,,0,,0,,62638,,"345,762",,0,,No
"Allied Coordinated Transportation Services, Inc.",New Castle,PA,,3R04-31028,Private-Non-Profit Corporation,Rural Reporter,0,24,DR,DO,24,,0,,15.89,, -   ,,8.18,,0,,0,,145399,,0,,0,,9153,,0,,0,,0,,0,,0,,74903,,0,,0,,No
Lee-Russell Council of Governments,Opelika,AL,4073,40073,"MPO, COG or Other Planning Agency",Reduced Reporter,"74,741",24,MB,DO,3,,0,,16,, -   ,,5.72,,0,,0,,63232,,0,,0,,3952,,0,,0,,0,,0,,0,,22620,,0,,0,,No
Access Johnson County,Franklin,IN,5R02-036,50256,Private-Non-Profit Corporation,Reduced Reporter,"1,487,483",24,MB,DO,8,,0,,12.37,, -   ,,2.01,,0,,0,,157205,,0,,0,,12706,,0,,0,,0,,0,,0,,25589,,0,,0,,No
"Aroostook Regional Transportation Systems, Inc.",Presque Isle,ME,1R03-001,1R03-10142,Private-Non-Profit Corporation,Rural Reporter,0,23,DR,DO,23,,0,,18.31,, -   ,,4.03,,0,,0,,338674,,0,,0,,18500,,0,,0,,0,,0,,0,,74470,,0,,0,,No
Transportation for Logan County,Bellefontaine,OH,5R05-058,5R05-50424,Private-Non-Profit Corporation,Rural Reporter,0,23,DR,DO,23,,0,,36.89,, -   ,,2.93,,0,,0,,539814,,0,,0,,14633,,0,,0,,0,,0,,0,,42840,,0,,0,,No
Northeast Iowa Community Action Corporation,Decorah,IA,7R01-001,7R01-70195,Private-Non-Profit Corporation,Rural Reporter,0,23,DR,DO,23,,0,,8.09,, -   ,,0.99,,0,,0,,815767,,0,,0,,100872,,0,,0,,0,,0,,0,,99861,,0,,0,,No
Regional Transportation Authority of Pima County,Tucson,AZ,9R01-033,91122,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"843,168",23,MB,PT,18,,0,,19.65,, -   ,,2.94,,0,,0,,773280,,0,,0,,39345,,0,,0,,0,,0,,0,,115769,,0,,0,,No
New York City Department of Transportation,New York,NY,2082,20082,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295",23,FB,DO,4,,0,,10.36,,5.2,,897.7,,"184,158",,"184,691",,183178,,"1,513",,"17,708",,17673,,35,,0,,0,,0,,0,,15865070,,"82,498,364",,10.4,,No
Yamhill County,Mcminnville,OR,0R02-015,0R02-00321,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,23,MB,PT,6,,0,,12.79,, -   ,,7.65,,0,,0,,94766,,0,,0,,7408,,0,,0,,0,,0,,0,,56643,,0,,0,,No
Regional Transportation Authority of Pima County,Tucson,AZ,9R01-033,91122,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"843,168",23,DR,PT,5,,0,,12.35,, -   ,,3.02,,0,,0,,113252,,0,,0,,9168,,0,,0,,0,,0,,0,,27668,,0,,0,,No
"Midland County Board of Commissioners, dba: County Connection of Midland",Midland,MI,5208,50208,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"59,014",23,DR,DO,23,,0,,24.2,, -   ,,1.48,,0,,0,,835942,,0,,0,,34541,,0,,0,,0,,0,,0,,51241,,0,,0,,No
"University of Arkansas, Fayetteville, dba: Razorback Transit",Fayetteville,AR,6062,60062,University,Reduced Reporter,"295,083",23,MB,DO,19,,0,,12.21,, -   ,,32.4,,0,,0,,522210,,0,,0,,42760,,0,,0,,0,,0,,0,,1385233,,0,,0,,No
New York City Department of Transportation,New York,NY,2082,20082,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295",23,CB,PT,19,,0,,30,,34.49,,17.06,,"494,172",,"594,637",,426263,,"168,374",,"18,405",,14208,,"4,197",,0,,0,,0,,0,,242411,,"8,361,268",,67.5,,No
Yamhill County,Mcminnville,OR,0R02-015,0R02-00321,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,23,DR,PT,9,,0,,12.74,, -   ,,2.35,,0,,0,,170611,,0,,0,,13395,,0,,0,,0,,0,,0,,31478,,0,,0,,No
"City of Roseville, dba: Roseville Transit",Roseville,CA,9168,90168,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"1,723,634",23,MB,PT,10,,0,,13.12,, -   ,,4.3,,0,,0,,429117,,0,,0,,32718,,0,,0,,0,,0,,0,,140605,,0,,0,,No
"University of Arkansas, Fayetteville, dba: Razorback Transit",Fayetteville,AR,6062,60062,University,Reduced Reporter,"295,083",23,DR,DO,4,,0,,7.29,, -   ,,1.23,,0,,0,,51040,,0,,0,,7000,,0,,0,,0,,0,,0,,8632,,0,,0,,No
Colorado Valley Transit District,Columbus,TX,6R05-031,6R05-60238,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,23,DR,DO,23,,0,,10.06,, -   ,,2.07,,0,,0,,380842,,0,,0,,37861,,0,,0,,0,,0,,0,,78469,,0,,0,,No
Yamhill County,Mcminnville,OR,0R02-015,0R02-00321,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,23,CB,PT,8,,0,,28,, -   ,,7.63,,0,,0,,453345,,0,,0,,16193,,0,,0,,0,,0,,0,,123508,,0,,0,,No
"City of Roseville, dba: Roseville Transit",Roseville,CA,9168,90168,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"1,723,634",23,DR,PT,5,,0,,11.17,, -   ,,2.17,,0,,0,,114591,,0,,0,,10258,,0,,0,,0,,0,,0,,22213,,0,,0,,No
City of Burbank,Burbank,CA,,90256,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996",23,MB,PT,14,,0,,11.24,, -   ,,8.04,,0,,0,,287907,,0,,0,,25621,,0,,0,,0,,0,,0,,205972,,0,,0,,No
"City of Roseville, dba: Roseville Transit",Roseville,CA,9168,90168,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"1,723,634",23,CB,PT,8,,0,,20.7,, -   ,,17.28,,0,,0,,128132,,0,,0,,6189,,0,,0,,0,,0,,0,,106948,,0,,0,,No
City of Burbank,Burbank,CA,,90256,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996",23,DR,DO,9,,0,,7.65,, -   ,,4.46,,0,,0,,72575,,0,,0,,9482,,0,,0,,0,,0,,0,,42295,,0,,0,,No
Southern Teton Area Rapid Transit,Jackson,WY,8R05-010,8R05-80188,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,23,MB,DO,21,,0,,15.7,, -   ,,16.68,,0,,0,,682368,,0,,0,,43460,,0,,0,,0,,0,,0,,724740,,0,,0,,No
"Unified Government of Wyandotte County and Kansas City, KS, dba: Ride KC Bus",Kansas City,KS,7047,70047,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"1,519,417",23,MB,DO,10,,0,,20.61,, -   ,,9.08,,0,,0,,252711,,0,,0,,12261,,0,,0,,0,,0,,0,,111294,,0,,0,,No
Southern Teton Area Rapid Transit,Jackson,WY,8R05-010,8R05-80188,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,23,DR,DO,2,,0,,7.85,, -   ,,1.59,,0,,0,,22192,,0,,0,,2826,,0,,0,,0,,0,,0,,4499,,0,,0,,No
"Unified Government of Wyandotte County and Kansas City, KS, dba: Ride KC Bus",Kansas City,KS,7047,70047,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"1,519,417",23,DR,DO,13,,0,,13.96,, -   ,,1.84,,0,,0,,258340,,0,,0,,18512,,0,,0,,0,,0,,0,,34063,,0,,0,,No
West River Transit,Bismarck,ND,8R03-021,8R03-80238,Private-Non-Profit Corporation,Rural Reporter,0,23,DR,DO,23,,0,,12.38,, -   ,,2.33,,0,,0,,142697,,0,,0,,11526,,0,,0,,0,,0,,0,,26801,,0,,0,,No
City of Riverside,Riverside,CA,9086,90086,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,932,666",23,DR,DO,23,,0,,13.47,,7.24,,3.09,,0,,"475,855",,423571,,"52,284",,"43,323",,31453,,"11,870",,0,,0,,0,,0,,97080,,"702,543",,0,,No
"Aaron E. Henry Community Health Services Center,In",Clarksdale,MS,4R05-001,4R05-41183,Private-Non-Profit Corporation,Rural Reporter,0,23,DR,DO,23,,0,,23.04,, -   ,,2.79,,0,,0,,591305,,0,,0,,25666,,0,,0,,0,,0,,0,,71692,,0,,0,,No
Kankakee-Iroquois Regional Planning Commission,Monon,IN,5R02-035,5R02-55310,"MPO, COG or Other Planning Agency",Rural Reporter,0,23,DR,DO,23,,0,,20.47,, -   ,,1.79,,0,,0,,366458,,0,,0,,17904,,0,,0,,0,,0,,0,,32106,,0,,0,,No
Williamsburg Area Transit Authority,Williamsburg,VA,3076,30076,Independent Public Agency or Authority of Transit Service,Full Reporter,"75,689",23,MB,DO,18,,0,,16.59,,4.88,,14.84,,"1,058,967",,"999,000",,945165,,"53,835",,"58,697",,56989,,"1,708",,0,,0,,0,,0,,845939,,"4,131,423",,181,,No
Williamsburg Area Transit Authority,Williamsburg,VA,3076,30076,Independent Public Agency or Authority of Transit Service,Full Reporter,"75,689",23,DR,DO,5,,0,,12.76,,8.2,,1.33,,0,,"122,442",,109746,,"12,696",,"9,849",,8601,,"1,248",,0,,0,,0,,0,,11410,,"93,551",,0,,No
Gaston County,Gastonia,NC,4221,40221,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"169,495",23,MB,DO,1,,0,,8.94,, -   ,,1.61,,0,,0,,16460,,0,,0,,1841,,0,,0,,0,,0,,0,,2956,,0,,0,,No
Chatham Transit Network,Pittsboro,NC,4R06-007,4R06-41004,Private-Non-Profit Corporation,Rural Reporter,0,23,MB,DO,2,,0,,34.61,, -   ,,4.77,,0,,0,,84479,,0,,0,,2441,,0,,0,,0,,0,,0,,11655,,0,,0,,No
Wiregrass Transit Authority,Dothan,AL,4103,40103,"MPO, COG or Other Planning Agency",Reduced Reporter,"68,781",23,DR,TX,12,,0,,15.49,, -   ,,0.67,,0,,0,,251909,,0,,0,,16265,,0,,0,,0,,0,,0,,10826,,0,,0,,No
Gaston County,Gastonia,NC,4221,40221,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"169,495",23,DR,DO,22,,0,,13.84,, -   ,,1.79,,0,,0,,321354,,0,,0,,23226,,0,,0,,0,,0,,0,,41620,,0,,0,,No
Chatham Transit Network,Pittsboro,NC,4R06-007,4R06-41004,Private-Non-Profit Corporation,Rural Reporter,0,23,DR,DO,21,,0,,19.93,, -   ,,1.45,,0,,0,,841034,,0,,0,,42204,,0,,0,,0,,0,,0,,61371,,0,,0,,No
Wiregrass Transit Authority,Dothan,AL,4103,40103,"MPO, COG or Other Planning Agency",Reduced Reporter,"68,781",23,DR,PT,3,,0,,25.21,, -   ,,1.31,,0,,0,,465976,,0,,0,,18481,,0,,0,,0,,0,,0,,24196,,0,,0,,No
Wiregrass Transit Authority,Dothan,AL,4103,40103,"MPO, COG or Other Planning Agency",Reduced Reporter,"68,781",23,DR,DO,8,,0,,11.29,, -   ,,2.64,,0,,0,,184162,,0,,0,,16318,,0,,0,,0,,0,,0,,43091,,0,,0,,No
South Jersey Transportation Authority,Blackwood,NJ,2200,20200,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"248,402",23,MB,DO,23,,0,,15.72,, -   ,,3.9,,0,,0,,595027,,0,,0,,37851,,0,,0,,0,,0,,0,,147751,,0,,0,,No
Community Development Inc.,Richton,MS,4R05-027,4R05-41044,Private-Non-Profit Corporation,Rural Reporter,0,23,DR,DO,23,,0,,20.67,, -   ,,1.48,,0,,0,,704934,,0,,0,,34104,,0,,0,,0,,0,,0,,50582,,0,,0,,No
Fairmont Marion County Transit Authority,Fairmont,WV,3R05-015,3R05-30149,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,23,MB,DO,12,,0,,20.13,, -   ,,10.61,,0,,0,,282978,,0,,0,,14056,,0,,0,,0,,0,,0,,149140,,0,,0,,No
Fairmont Marion County Transit Authority,Fairmont,WV,3R05-015,3R05-30149,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,23,DR,DO,11,,0,,22.08,, -   ,,3.46,,0,,0,,164922,,0,,0,,7468,,0,,0,,0,,0,,0,,25863,,0,,0,,No
Seneca-Crawford Area Transportation,Tiffin,OH,5R05-072,5R05-50440,Private-Non-Profit Corporation,Rural Reporter,0,23,DR,DO,23,,0,,13.23,, -   ,,2,,0,,0,,292078,,0,,0,,22075,,0,,0,,0,,0,,0,,44113,,0,,0,,No
"City of Laguna Beach, dba: Laguna Beach Transit",Laguna Beach,CA,9119,90119,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"583,681",23,MB,DO,23,,0,,8.69,, -   ,,19.68,,0,,0,,282290,,0,,0,,32475,,0,,0,,0,,0,,0,,639141,,0,,0,,No
Brookings Area Transit Authority,Brookings,SD,8R04-003,8R04-80187,Private-Non-Profit Corporation,Rural Reporter,0,22,DR,DO,22,,0,,13.73,, -   ,,3.77,,0,,0,,326702,,0,,0,,23797,,0,,0,,0,,0,,0,,89805,,0,,0,,No
"Ray County Transportation, Inc.",Richmond,MO,7R03-024,7R03-70106,Private-Non-Profit Corporation,Rural Reporter,0,22,DR,DO,22,,0,,9.94,, -   ,,1.77,,0,,0,,259514,,0,,0,,26101,,0,,0,,0,,0,,0,,46192,,0,,0,,No
Cities Area Transit,Grand Forks,ND,8008,80008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"61,270",22,MB,DO,12,,0,,10.33,,2.44,,3.92,,"403,269",,"398,615",,373934,,"24,681",,"37,174",,36211,,963,,0,,0,,0,,0,,141914,,"345,621",,95.1,,No
Ride Solution,Palatka,FL,4R02-008,4R02-40920,Private-Non-Profit Corporation,Rural Reporter,0,22,MB,DO,17,,0,,14.19,, -   ,,2.38,,0,,0,,403832,,0,,0,,28467,,0,,0,,0,,0,,0,,67784,,0,,0,,No
"Government of Guam-Guam Regional Transit Authority, dba: Guam Public Transit System",Upper Tumon,GU,9R05-001,9R05-90999,State Government Unit or Department of Transportation,Rural Reporter,0,22,MB,PT,8,,0,,17.75,, -   ,,2.6,,0,,0,,435698,,0,,0,,24553,,0,,0,,0,,0,,0,,63770,,0,,0,,No
Cities Area Transit,Grand Forks,ND,8008,80008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"61,270",22,DR,DO,10,,0,,8.19,,3.01,,1.92,,0,,"177,871",,159813,,"18,058",,"21,433",,19514,,"1,919",,0,,0,,0,,0,,37542,,"113,157",,0,,No
Ride Solution,Palatka,FL,4R02-008,4R02-40920,Private-Non-Profit Corporation,Rural Reporter,0,22,DR,DO,5,,0,,3.83,, -   ,,2.38,,0,,0,,16753,,0,,0,,4372,,0,,0,,0,,0,,0,,10411,,0,,0,,No
"Government of Guam-Guam Regional Transit Authority, dba: Guam Public Transit System",Upper Tumon,GU,9R05-001,9R05-90999,State Government Unit or Department of Transportation,Rural Reporter,0,22,DR,PT,7,,0,,16.39,, -   ,,1.88,,0,,0,,101346,,0,,0,,6183,,0,,0,,0,,0,,0,,11601,,0,,0,,No
St. Joseph County Transportation Authority,Three Rivers,MI,5R03-066,5R03-50436,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,22,MB,DO,2,,0,,10.05,, -   ,,3.89,,0,,0,,46218,,0,,0,,4598,,0,,0,,0,,0,,0,,17879,,0,,0,,No
"Government of Guam-Guam Regional Transit Authority, dba: Guam Public Transit System",Upper Tumon,GU,9R05-001,9R05-90999,State Government Unit or Department of Transportation,Rural Reporter,0,22,DR,DO,7,,0,,14.52,, -   ,,1.04,,0,,0,,259012,,0,,0,,17843,,0,,0,,0,,0,,0,,18569,,0,,0,,No
St. Joseph County Transportation Authority,Three Rivers,MI,5R03-066,5R03-50436,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,22,DR,DO,20,,0,,16.41,, -   ,,1.01,,0,,0,,543560,,0,,0,,33116,,0,,0,,0,,0,,0,,33286,,0,,0,,No
Greenville Transit Authority,Greenville,SC,4053,40053,Independent Public Agency or Authority of Transit Service,Full Reporter,"400,492",22,MB,DO,17,,0,,15.09,,5.28,,11.55,,"862,172",,"856,135",,836720,,"19,415",,"56,961",,55437,,"1,524",,0,,0,,0,,0,,640185,,"3,381,221",,183,,No
Greenville Transit Authority,Greenville,SC,4053,40053,Independent Public Agency or Authority of Transit Service,Full Reporter,"400,492",22,DR,DO,5,,0,,12.28,,6.11,,1.2,,0,,"96,076",,81360,,"14,716",,"8,926",,6623,,"2,303",,0,,0,,0,,0,,7957,,"48,647",,0,,No
Centre County Transportation,Bellefonte,PA,,3R04-31042,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,22,DR,DO,22,,0,,19.86,, -   ,,1.82,,0,,0,,607963,,0,,0,,30609,,0,,0,,0,,0,,0,,55772,,0,,0,,No
"City of Springfield, dba: CU Transit",Springfield,MO,7003,70003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"273,724",22,MB,DO,18,,0,,14.77,,4.88,,13.66,,"989,528",,"975,121",,973882,,"1,239",,"68,564",,65959,,"2,605",,0,,0,,0,,0,,900719,,"4,395,194",,240.6,,No
"City of Springfield, dba: CU Transit",Springfield,MO,7003,70003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"273,724",22,DR,DO,4,,0,,13.42,,5.84,,1.73,,0,,"117,588",,107306,,"10,282",,"8,439",,7994,,445,,0,,0,,0,,0,,13864,,"80,909",,0,,No
Cass County Commissioners,Logansport,IN,5R02-002,5R02-50281,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,22,MB,DO,2,,0,,7.49,, -   ,,3.28,,0,,0,,19250,,0,,0,,2570,,0,,0,,0,,0,,0,,8417,,0,,0,,No
Cass County Commissioners,Logansport,IN,5R02-002,5R02-50281,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,22,DR,DO,20,,0,,27.45,, -   ,,4.74,,0,,0,,599633,,0,,0,,21846,,0,,0,,0,,0,,0,,103638,,0,,0,,No
Southeast Area Transit District,Preston,CT,1040,10040,Independent Public Agency or Authority of Transit Service,Full Reporter,"209,190",22,MB,DO,18,,0,,15.04,,5.91,,13.49,,"1,024,421",,"1,025,448",,951717,,"73,731",,"67,278",,63291,,"3,987",,0,,0,,0,,0,,853766,,"5,045,391",,351.7,,No
"FRS Transportation, Inc",,OH,,5R05-55474,Private-Non-Profit Corporation,Rural Reporter,0,22,DR,DO,22,,0,,26.25,, -   ,,2.21,,0,,0,,488257,,0,,0,,18603,,0,,0,,0,,0,,0,,41130,,0,,0,,No
Southeast Area Transit District,Preston,CT,1040,10040,Independent Public Agency or Authority of Transit Service,Full Reporter,"209,190",22,DR,PT,4,,0,,12.09,,4.32,,0.94,,0,,"78,079",,59640,,"18,439",,"6,367",,4935,,"1,432",,0,,0,,0,,0,,4617,,"19,946",,0,,No
"Community Transit, Inc.",Paramus,NJ,2160,20160,Private-For-Profit Corporation,Reduced Reporter,"18,351,295",22,CB,DO,22,,0,,29.5,, -   ,,10.86,,0,,0,,276263,,0,,0,,9365,,0,,0,,0,,0,,0,,101737,,0,,0,,No
Kings County Area Public Transit Agency,Hanford,CA,9200,90200,Independent Public Agency or Authority of Transit Service,Full Reporter,"87,941",22,MB,PT,14,,0,,17.67,,6.37,,14.29,,"693,837",,"661,943",,650723,,"11,220",,"37,897",,36823,,"1,074",,0,,0,,0,,0,,526131,,"3,350,610",,476,,No
Kings County Area Public Transit Agency,Hanford,CA,9200,90200,Independent Public Agency or Authority of Transit Service,Full Reporter,"87,941",22,DR,PT,8,,0,,10.53,,3.15,,2.58,,0,,"112,025",,92041,,"19,984",,"10,514",,8741,,"1,773",,0,,0,,0,,0,,22560,,"71,147",,0,,No
"Muskogee County Public Transit Authority, dba: Muskogee County Transit",Muskogee,OK,6R04-015,6R04-60203,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,22,MB,DO,5,,0,,15.98,, -   ,,4.87,,0,,0,,114113,,0,,0,,7142,,0,,0,,0,,0,,0,,34787,,0,,0,,No
City of Baltimore,Baltimore,MD,,30201,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"2,203,663",22,MB,PT,19,,0,,6.06,,1.68,,18.93,,"469,038",,"389,773",,347011,,"42,762",,"60,083",,57233,,"2,850",,0,,0,,0,,0,,1083604,,"1,822,622",,28,,No
